,parliament,edate,year,province,riding,id,candidate_name,birth_year,gender,censuscategory,party_major_group,votes,percent_votes,elected,age,oldest_mp_age,margin
31057,36,1997-06-02,1997,Alberta,LETHBRIDGE,28333,"SLINGERLAND, Nellie",,F,Social,Third_Party,418,1.0168831,Not elected,,73,-54.5175899
31058,36,1997-06-02,1997,British Columbia,ESQUIMALT--JUAN DE FUCA,4936,"DANYLUK, Sylvia",,F,Management,Third_Party,311,0.66304231,Not elected,,73,-42.76516469
31059,36,1997-06-02,1997,Quebec,ROSEMONT,8619,"GUIDI, Françoise",,F,Science,Liberal,15952,32.180756,Not elected,,73,-14.849703999999996
31060,36,1997-06-02,1997,Ontario,TORONTO CENTRE--ROSEDALE,8266,"GRAHAM, Bill",1939,M,Social,Liberal,22945,49.193859,Elected,58,73,28.617983000000002
31061,36,1997-06-02,1997,Quebec,CHAMBLY,2203,"BOURGET-LARAMÉE, Nicole",,F,Management,Liberal,14061,26.545214,Not elected,,73,-22.744951
31062,36,1997-06-02,1997,Quebec,PONTIAC--GATINEAU--LABELLE,4473,"COULOMBE, Robert",,M,Business,Bloc,15897,32.008457,Not elected,,73,-13.77026
31063,36,1997-06-02,1997,Ontario,NICKEL BELT,22474,"MARTIN, Neil",,M,Business,Reform_Alliance,4771,11.959791,Not elected,,73,-36.894617
31064,36,1997-06-02,1997,Alberta,EDMONTON WEST,29560,"THOMAS, Sam",,M,Social,Third_Party,143,0.3490018,Not elected,,73,-43.0980612
31065,36,1997-06-02,1997,Ontario,ST. PAUL'S,1345,"BENNETT, Carolyn",1950,F,Health,Liberal,26389,54.258163,Elected,47,73,30.572004000000003
31066,36,1997-06-02,1997,British Columbia,VANCOUVER CENTRE,3954,"CLARKE, John",,M,Sales,Independent,125,0.24405482,Not elected,,73,-40.51895718
31067,36,1997-06-02,1997,British Columbia,SKEENA,27827,"SCOTT, Mike",1954,M,Business,Reform_Alliance,13402,42.35376,Elected,43,73,11.184149000000001
31068,36,1997-06-02,1997,British Columbia,VANCOUVER EAST,3873,"CIKES, Jerry",,M,Social,Conservative,964,2.7226255,Not elected,,73,-39.5317305
31069,36,1997-06-02,1997,New Brunswick,TOBIQUE--MACTAQUAC,6689,"FERGUSON, Leslie Ann",,F,Culture,CCF_NDP,2093,6.1961575,Not elected,,73,-29.6989265
31070,36,1997-06-02,1997,Ontario,BARRIE--SIMCOE--BRADFORD,28848,"STERNBERG, Marie",,F,Social,Third_Party,506,0.93426883,Not elected,,73,-42.54615817
31071,36,1997-06-02,1997,Alberta,LAKELAND,24205,"MORROW, Valerie",,F,Social,Independent,321,0.81973493,Not elected,,73,-58.46165607
31072,36,1997-06-02,1997,Alberta,CALGARY EAST,13038,"JONES, Kaie",,F,Sales,CCF_NDP,1926,6.4903116,Not elected,,73,-38.490313400000005
31073,36,1997-06-02,1997,British Columbia,NEW WESTMINSTER--COQUITLAM--BURNABY,26320,"QUANCE, Daphne",,F,Social,Third_Party,160,0.34657541,Not elected,,73,-34.12684759
31074,36,1997-06-02,1997,Ontario,KINGSTON AND THE ISLANDS,3942,"CLARKE, Dave",,M,MP,Reform_Alliance,6761,13.058426,Not elected,,73,-36.448093
31075,36,1997-06-02,1997,British Columbia,NANAIMO--ALBERNI,28045,"SHEPP, Garry",,M,Business,Conservative,2602,5.1752257,Not elected,,73,-44.6855493
31076,36,1997-06-02,1997,Alberta,EDMONTON SOUTHEAST,206,"ALLEN, Roberta",,F,Social,CCF_NDP,1882,5.8687787,Not elected,,73,-40.1116363
31077,36,1997-06-02,1997,British Columbia,WEST KOOTENAY--OKANAGAN,29104,"SUFFREDINE, Blair",,M,Social,Conservative,2255,5.5658398,Not elected,,73,-41.2168332
31078,36,1997-06-02,1997,Ontario,DAVENPORT,3763,"CHILELLI, Francesco",,M,Social,Third_Party,250,0.9575609,Not elected,,73,-64.90347709999999
31079,36,1997-06-02,1997,British Columbia,ESQUIMALT--JUAN DE FUCA,22114,"MAIN, Chris",,M,Business,CCF_NDP,10400,22.172476,Not elected,,73,-21.255731
31080,36,1997-06-02,1997,Alberta,MACLEOD,25347,"PATON-GAY, Christopher",,M,Business,Liberal,4137,11.616219,Not elected,,73,-56.404785000000004
31081,36,1997-06-02,1997,Alberta,CALGARY NORTHEAST,26023,"POTTER, Bruce",,M,Social,CCF_NDP,1209,3.365813,Not elected,,73,-48.747215999999995
31082,36,1997-06-02,1997,Ontario,KENT--ESSEX,9123,"HAWRYLUK, Jim",,M,Business,Conservative,6634,15.525028,Not elected,,73,-34.675061
31083,36,1997-06-02,1997,Ontario,NIAGARA CENTRE,25233,"PARENT, Gilbert",1935,M,MP,Liberal,24115,49.695007,Elected,62,73,24.856776999999997
31084,36,1997-06-02,1997,Ontario,OTTAWA WEST--NEPEAN,20386,"LAMOTHE, Stan",,M,Social,Third_Party,153,0.28004539,Not elected,,73,-53.73577061
31085,36,1997-06-02,1997,Manitoba,CHARLESWOOD--ASSINIBOINE,22986,"MCFATE, Cyril",,M,,Reform_Alliance,8398,22.658106,Not elected,,73,-20.308114999999997
31086,36,1997-06-02,1997,Ontario,OXFORD,20005,"KREIDER, Alex",,M,Social,Third_Party,192,0.42426252,Not elected,,73,-35.55187248
31087,36,1997-06-02,1997,Ontario,HAMILTON MOUNTAIN,25754,"PHINNEY, Beth",1938,F,MP,Liberal,21128,45.81192,Elected,59,73,26.563888000000002
31088,36,1997-06-02,1997,Saskatchewan,PRINCE ALBERT,9763,"HRAPCHAK, John",,M,Sales,Third_Party,275,0.83668005,Not elected,,73,-37.218571950000005
31089,36,1997-06-02,1997,Quebec,ANJOU--RIVIÈRE-DES-PRAIRIES,25966,"POMERLEAU, Roger",,M,Trades,Bloc,16558,32.383484,Not elected,,73,-14.924411999999997
31090,36,1997-06-02,1997,Quebec,ROBERVAL,29286,"TANGUAY, France",,F,Management,Conservative,6312,20.291252,Not elected,,73,-31.809562999999997
31091,36,1997-06-02,1997,Alberta,EDMONTON--STRATHCONA,24752,"NYLAND, Edo",,M,Science,Conservative,3614,7.2439365,Not elected,,73,-34.056924499999994
31092,36,1997-06-02,1997,Ontario,NICKEL BELT,4468,"COULDRIDGE, Reg",,M,Business,Conservative,1763,4.4194326,Not elected,,73,-44.4349754
31093,36,1997-06-02,1997,Ontario,OTTAWA CENTRE,17007,"KHOURI, Malek",,M,Social,Independent,92,0.16,Not elected,,73,-45.034782
31094,36,1997-06-02,1997,Ontario,KITCHENER CENTRE,26526,"REDMAN, Karen",1953,F,Culture,Liberal,23089,48.000084,Elected,44,73,25.215168000000002
31095,36,1997-06-02,1997,British Columbia,NORTH VANCOUVER,26250,"PROUSE, Dennis",,M,Culture,Conservative,2740,4.9451342,Not elected,,73,-43.9196498
31096,36,1997-06-02,1997,Quebec,LAVAL WEST,7658,"GAUTHIER, Sylvain",,M,Social,Bloc,19547,30.281952,Not elected,,73,-18.619674999999997
31097,36,1997-06-02,1997,Nova Scotia,HALIFAX,22939,"MCDONOUGH, Alexa",1944,F,Social,CCF_NDP,21837,49.023438,Elected,53,73,25.763291
31098,36,1997-06-02,1997,British Columbia,PORT MOODY--COQUITLAM,27983,"SHAPKA, Roger",,M,Trades,Third_Party,190,0.35845676,Not elected,,73,-43.246863239999996
31099,36,1997-06-02,1997,Quebec,PONTIAC--GATINEAU--LABELLE,20964,"LEE, Brenda",,F,Social,CCF_NDP,1097,2.2087989,Not elected,,73,-43.5699181
31100,36,1997-06-02,1997,Nova Scotia,HALIFAX,1601,"BIGRAS, Gilles",,M,Social,Third_Party,197,0.44225934,Not elected,,73,-48.58117866
31101,36,1997-06-02,1997,Ontario,NIAGARA CENTRE,2951,"BYLSMA, Dave",,M,Manufacturing,Third_Party,515,1.0612867,Not elected,,73,-48.6337203
31102,36,1997-06-02,1997,Quebec,MATAPÉDIA--MATANE,8355,"GRAY, Darryl",,M,Social,Conservative,7991,22.807318,Not elected,,73,-21.98533
31103,36,1997-06-02,1997,Saskatchewan,QU'APPELLE,7372,"GAEBEL, Roy",,M,Business,Conservative,1633,5.6434889,Not elected,,73,-36.7569821
31104,36,1997-06-02,1997,Ontario,WILLOWDALE,7529,"GARDNER, Norm",,M,Business,Conservative,10043,21.492468,Not elected,,73,-36.954285999999996
31105,36,1997-06-02,1997,Quebec,QUÉBEC,10034,"JALBERT, Marc",,M,Business,Conservative,10309,18.493469,Not elected,,73,-26.026118999999998
31106,36,1997-06-02,1997,Ontario,STORMONT--DUNDAS,17033,"KILGER, Bob",1944,M,MP,Liberal,22857,52.533958,Elected,53,73,31.974991999999997
31107,36,1997-06-02,1997,British Columbia,NANAIMO--ALBERNI,2604,"BROWN, Cliff",,M,Social,Third_Party,282,0.5608815,Not elected,,73,-49.299893499999996
31108,36,1997-06-02,1997,British Columbia,LANGLEY--ABBOTSFORD,30633,"WARKENTIN, Peter",,M,Manufacturing,Liberal,12733,24.941725,Not elected,,73,-37.082525000000004
31109,36,1997-06-02,1997,Ontario,ETOBICOKE--LAKESHORE,2855,"BURMAN, David",,M,Health,Third_Party,315,0.68735272,Not elected,,73,-45.52893328
31110,36,1997-06-02,1997,Quebec,BELLECHASSE--ETCHEMINS--MONTMAGNY--L'ISLET,27346,"ROY, Denis",,M,Social,Conservative,12840,30.481436,Not elected,,73,-2.991167000000001
31111,36,1997-06-02,1997,Quebec,FRONTENAC--MÉGANTIC,22665,"MAYO, Sara",,F,Social,CCF_NDP,252,0.64776498,Not elected,,73,-36.45220302
31112,36,1997-06-02,1997,Quebec,SAINT-EUSTACHE--SAINTE-THÉRÈSE,18009,"KINSLOW, Valérie",,F,Culture,CCF_NDP,947,1.7045864,Not elected,,73,-44.747642600000006
31113,36,1997-06-02,1997,Quebec,RIMOUSKI--MITIS,3906,"CLARK, Elizabeth",,F,Social,CCF_NDP,479,1.3025507,Not elected,,73,-45.6926083
31114,36,1997-06-02,1997,British Columbia,VANCOUVER EAST,3261,"CARIOU, Kimball",,M,Culture,Independent,161,0.45471233,Not elected,,73,-41.79964367
31115,36,1997-06-02,1997,Quebec,QUÉBEC,29440,"TESSIER-COUTURE, Claudette",,F,Social,Liberal,18062,32.401695,Not elected,,73,-12.117893000000002
31116,36,1997-06-02,1997,British Columbia,NANAIMO--ALBERNI,7925,"GILMOUR, Bill",1942,M,Resources,Reform_Alliance,25069,49.860775,Elected,55,73,27.660209999999996
31117,36,1997-06-02,1997,Quebec,VERDUN--SAINT-HENRI,590,"AUBUT, Aline",,F,Health,Conservative,6838,14.977877,Not elected,,73,-31.949007
31118,36,1997-06-02,1997,Quebec,ARGENTEUIL--PAPINEAU,6051,"DUMAS, Maurice",1927,M,Social,Bloc,21202,40.874477,Elected,70,73,6.851611999999996
31119,36,1997-06-02,1997,Ontario,HALDIMAND--NORFOLK--BRANT,28615,"SPELLER, Bob",1956,M,Social,Liberal,21043,45.500347,Elected,41,73,18.368361999999998
31120,36,1997-06-02,1997,Saskatchewan,WANUSKEWIN,20080,"KYLIUK, Walter",,M,Social,CCF_NDP,8793,26.785877,Not elected,,73,-12.370915000000004
31121,36,1997-06-02,1997,British Columbia,ESQUIMALT--JUAN DE FUCA,26139,"PRENTICE, Terry",,M,,Conservative,2104,4.4856625,Not elected,,73,-38.9425445
31122,36,1997-06-02,1997,Quebec,AHUNTSIC,3623,"CHAREST, Pauline",,F,Business,Bloc,18689,31.773207,Not elected,,73,-17.480446999999998
31123,36,1997-06-02,1997,Ontario,PICKERING--AJAX--UXBRIDGE,21291,"LEWIS, Leanne",,F,Social,Conservative,10802,21.639488,Not elected,,73,-30.451943
31124,36,1997-06-02,1997,British Columbia,VANCOUVER EAST,29429,"TERRANA, Anna",,F,Business,Liberal,13123,37.063293,Not elected,,73,-5.191063
31125,36,1997-06-02,1997,Newfoundland and Labrador,BONAVISTA--TRINITY--CONCEPTION,23695,"MIFFLIN, Fred J.",1938,M,,Liberal,12929,35.253857,Elected,59,73,1.554234000000001
31126,36,1997-06-02,1997,Alberta,EDMONTON SOUTHEAST,683,"BACHOR, Terence",,M,Business,Conservative,1994,6.2180367,Not elected,,73,-39.7623783
31127,36,1997-06-02,1997,Quebec,PORTNEUF,27571,"SAMSON, Raynald",,M,Social,Liberal,12674,29.482647,Not elected,,73,-13.820137000000003
31128,36,1997-06-02,1997,Alberta,YELLOWHEAD,26284,"PUGH, Ross Douglas",,M,Business,Conservative,4383,12.374365,Not elected,,73,-52.447771
31129,36,1997-06-02,1997,Ontario,YORK WEST,3767,"CHINKANGALA, Lombe",,M,Social,CCF_NDP,2853,9.8822308,Not elected,,73,-63.7374442
31130,36,1997-06-02,1997,British Columbia,PRINCE GEORGE--PEACE RIVER,21581,"LUGOSI, Charles",,M,Social,Conservative,1911,5.7418423,Not elected,,73,-61.1712057
31131,36,1997-06-02,1997,Saskatchewan,SOURIS--MOOSE MOUNTAIN,5776,"DOUGLAS, Greg",,M,Resources,Conservative,4333,12.992114,Not elected,,73,-28.182065
31132,36,1997-06-02,1997,Ontario,YORK NORTH,30599,"WAN, Mary",,F,Business,Third_Party,187,0.36885813,Not elected,,73,-44.88431187
31133,36,1997-06-02,1997,British Columbia,VANCOUVER KINGSWAY,31258,"WONG, Victor",,M,Management,CCF_NDP,10662,30.540518,Not elected,,73,-10.082781000000004
31134,36,1997-06-02,1997,Ontario,ETOBICOKE NORTH,4752,"CULLEN, Roy",1944,M,Business,Liberal,22236,61.84053,Elected,53,73,46.274715
31135,36,1997-06-02,1997,Ontario,SUDBURY,23422,"MCNEIL, Kathy",,F,Health,Third_Party,502,1.2518703,Not elected,,73,-54.1670827
31136,36,1997-06-02,1997,Alberta,ELK ISLAND,29256,"TADMAN, Peter",,M,Culture,Conservative,5416,12.499135,Not elected,,73,-48.141054999999994
31137,36,1997-06-02,1997,Ontario,BRAMPTON CENTRE,6722,"FERREIRA, Paul",,M,Culture,CCF_NDP,2923,7.6713119,Not elected,,73,-41.1831081
31138,36,1997-06-02,1997,Quebec,RIMOUSKI--MITIS,22365,"MARMEN, Réal",,M,Sales,Liberal,11112,30.217001,Not elected,,73,-16.778158
31139,36,1997-06-02,1997,New Brunswick,SAINT JOHN,4169,"COLLRIN, Christopher B.",,M,Social,Third_Party,232,0.65877277,Not elected,,73,-62.45563423
31140,36,1997-06-02,1997,Alberta,EDMONTON--STRATHCONA,27083,"RODGER, Ginette",,F,Management,Liberal,17654,35.385849,Not elected,,73,-5.915011999999997
31141,36,1997-06-02,1997,Quebec,SAINT-EUSTACHE--SAINTE-THÉRÈSE,27672,"SAVIGNAC, Yolaine",,F,Social,Liberal,16280,29.303766,Not elected,,73,-17.148463000000003
31142,36,1997-06-02,1997,Quebec,BEAUHARNOIS--SALABERRY,30048,"TURP, Daniel",1955,M,Social,Bloc,20449,39.716824,Elected,42,73,6.2598350000000025
31143,36,1997-06-02,1997,Quebec,CHARLESBOURG,29847,"TREMBLAY, Jocelyn",,M,Business,CCF_NDP,963,1.7175573,Not elected,,73,-36.7286137
31144,36,1997-06-02,1997,Quebec,LÉVIS,23664,"MICHAUD, France",,F,Sales,CCF_NDP,1881,3.0517385,Not elected,,73,-42.1646085
31145,36,1997-06-02,1997,Ontario,ERIE--LINCOLN,20650,"LARRASS, Margaret",,F,Health,Third_Party,228,0.55674934,Not elected,,73,-42.27876466
31146,36,1997-06-02,1997,Alberta,CALGARY--NOSE HILL,22,"ABLONCZY, Diane",1949,F,Social,Reform_Alliance,25788,51.795612,Elected,48,73,26.558607
31147,36,1997-06-02,1997,Alberta,EDMONTON--STRATHCONA,26448,"RANKIN, Naomi",,F,Science,Independent,115,0.23050712,Not elected,,73,-41.07035388
31148,36,1997-06-02,1997,Quebec,LASALLE--ÉMARD,8611,"GUEST, Russell",,M,Management,Third_Party,453,0.85330015,Not elected,,73,-60.02109685
31149,36,1997-06-02,1997,Prince Edward Island,HILLSBOROUGH,30060,"TWEEL, Mitchell G.",,M,,Conservative,4594,24.606319,Not elected,,73,-16.261383000000002
31150,36,1997-06-02,1997,British Columbia,BURNABY--DOUGLAS,35463,"EYRE, Gary",,M,Business,Reform_Alliance,11743,26.545052,Not elected,,73,-16.535556
31151,36,1997-06-02,1997,Ontario,HAMILTON WEST,6770,"FINDLAY, John",,M,Social,Conservative,6510,15.541815,Not elected,,73,-34.476091000000004
31152,36,1997-06-02,1997,British Columbia,SOUTH SURREY--WHITE ROCK--LANGLEY,9927,"HUSSON, Marcia Cecile",,F,Social,Third_Party,169,0.36884263,Not elected,,73,-54.50140837
31153,36,1997-06-02,1997,Ontario,WINDSOR WEST,30635,"WARMAN, Richard",,M,,Third_Party,398,1.004239,Not elected,,73,-54.196105
31154,36,1997-06-02,1997,Ontario,VICTORIA--HALIBURTON,24913,"OLITO, Charles",,M,,Third_Party,504,0.94254935,Not elected,,73,-33.10330665
31155,36,1997-06-02,1997,British Columbia,VANCOUVER EAST,23539,"MELVIN, Wayne",,M,Culture,Third_Party,185,0.52249557,Not elected,,73,-41.731860430000005
31156,36,1997-06-02,1997,Saskatchewan,SASKATOON--ROSETOWN--BIGGAR,939,"BARSKY, Rick",,M,Culture,Third_Party,191,0.69037807,Not elected,,73,-43.02754393
31157,36,1997-06-02,1997,Quebec,TROIS-RIVIÈRES,27057,"ROCHELEAU, Yves",1944,M,Business,Bloc,21267,42.455883,Elected,53,73,11.129524
31158,36,1997-06-02,1997,Ontario,RENFREW--NIPISSING--PEMBROKE,4031,"CLOUTHIER, Hec",1949,M,Business,Liberal,19569,40.251354,Elected,48,73,13.439744999999998
31159,36,1997-06-02,1997,Quebec,SAINT-HYACINTHE--BAGOT,2219,"BOUSQUET, Jacques",,M,Sales,CCF_NDP,809,1.6440417,Not elected,,73,-41.2676783
31160,36,1997-06-02,1997,Quebec,PIERREFONDS--DOLLARD,4850,"D'AMBROSIO, Normand Jean",,M,Culture,Bloc,6239,10.771754,Not elected,,73,-55.657804
31161,36,1997-06-02,1997,Ontario,HAMILTON EAST,843,"BARBER, Kevin Samuel",,M,Business,Reform_Alliance,5716,16.64628,Not elected,,73,-32.835345000000004
31162,36,1997-06-02,1997,British Columbia,SURREY CENTRAL,21367,"LITWIN, Val",,M,Social,Third_Party,147,0.29190412,Not elected,,73,-34.38114188
31163,36,1997-06-02,1997,Ontario,MISSISSAUGA SOUTH,7773,"GERVAIS, Aaron",,M,Social,Third_Party,150,0.35325703,Not elected,,73,-49.59022097
31164,36,1997-06-02,1997,Ontario,MISSISSAUGA SOUTH,21506,"LOTT, Jessica",,F,Social,CCF_NDP,2302,5.4213181,Not elected,,73,-44.5221599
31165,36,1997-06-02,1997,Nova Scotia,HALIFAX WEST,24901,"OICKLE, Stephen",,M,Business,Reform_Alliance,4843,10.474296,Not elected,,73,-24.158142999999995
31166,36,1997-06-02,1997,Ontario,BRAMPTON WEST--MISSISSAUGA,5510,"DHINSA, Nirmal",,M,,CCF_NDP,2192,4.8170528,Not elected,,73,-55.1697632
31167,36,1997-06-02,1997,New Brunswick,FREDERICTON,169,"ALLABY, Cleveland J.",,M,Social,Conservative,10835,30.170973,Not elected,,73,-3.945756999999997
31168,36,1997-06-02,1997,Alberta,EDMONTON SOUTHEAST,22366,"MAROES, Eleanor",,F,Business,Reform_Alliance,13295,41.458775,Not elected,,73,-4.521639999999998
31169,36,1997-06-02,1997,Alberta,CALGARY EAST,26718,"RICHARD, Roger",,M,Business,Conservative,7306,24.62005,Not elected,,73,-20.360575000000004
31170,36,1997-06-02,1997,Ontario,ERIE--LINCOLN,8914,"HANRATH, Willem",,M,,CCF_NDP,2509,6.1266847,Not elected,,73,-36.708829300000005
31171,36,1997-06-02,1997,British Columbia,FRASER VALLEY,981,"BATTAGLIO, Carol",,F,Social,Third_Party,342,0.64937532,Not elected,,73,-62.201420680000005
31172,36,1997-06-02,1997,Quebec,OUTREMONT,3655,"CHARRON, Louise",,F,Social,Third_Party,378,0.8511405,Not elected,,73,-49.2963475
31173,36,1997-06-02,1997,Ontario,ETOBICOKE--LAKESHORE,10087,"JACKSON, Geraldine",,F,Business,Third_Party,139,0.30330801,Not elected,,73,-45.912977989999995
31174,36,1997-06-02,1997,Ontario,HAMILTON EAST,7772,"GERSTENBERGER, Rolf",,M,Trades,Third_Party,160,0.46595609,Not elected,,73,-49.01566891
31175,36,1997-06-02,1997,Ontario,TRINITY--SPADINA,31152,"WILSON, John Roderick",,M,,Independent,159,0.3953847,Not elected,,73,-44.8997853
31176,36,1997-06-02,1997,Alberta,CALGARY WEST,8738,"HAIKA, Frank",,M,Business,Third_Party,293,0.55593503,Not elected,,73,-46.64731197
31177,36,1997-06-02,1997,Quebec,WESTMOUNT--VILLE-MARIE,28271,"SINGH, Roopnarine",,M,Health,Independent,1328,2.9593315,Not elected,,73,-57.145404500000005
31178,36,1997-06-02,1997,Quebec,LOUIS-HÉBERT,21191,"LESSARD, Christian",,M,Culture,Conservative,13002,21.906221,Not elected,,73,-17.945177000000005
31179,36,1997-06-02,1997,Ontario,SIMCOE NORTH,3078,"CAMERON, Peter",,M,Business,Third_Party,230,0.44829065,Not elected,,73,-43.94222735
31180,36,1997-06-02,1997,Alberta,WETASKIWIN,26567,"REID, Cliff",,M,,CCF_NDP,1940,4.8389912,Not elected,,73,-61.118451799999995
31181,36,1997-06-02,1997,New Brunswick,FUNDY--ROYAL,2655,"BROWN, Roger",,M,Social,Reform_Alliance,9229,22.926344,Not elected,,73,-18.596449
31182,36,1997-06-02,1997,New Brunswick,SAINT JOHN,152,"ALEXANDER, Diana",,F,Management,Liberal,5612,15.935486,Not elected,,73,-47.178921
31183,36,1997-06-02,1997,Ontario,HURON--BRUCE,28793,"STECKLE, Paul",1942,M,MP,Liberal,24240,51.349403,Elected,55,73,30.324533000000002
31184,36,1997-06-02,1997,Manitoba,PORTAGE--LISGAR,9524,"HOEPPNER, Jake E.",1936,M,Resources,Reform_Alliance,13532,40.245064,Elected,61,73,4.309421999999998
31185,36,1997-06-02,1997,Ontario,YORK CENTRE,12060,"JOHNSTON, Diane",,F,Sales,Third_Party,168,0.43449026,Not elected,,73,-71.62881874
31186,36,1997-06-02,1997,British Columbia,OKANAGAN--COQUIHALLA,24458,"NAEGEL, Harry",,M,,Third_Party,1008,2.1769648,Not elected,,73,-50.8865502
31187,36,1997-06-02,1997,Quebec,MONT ROYAL,28817,"STEINMAN, Carolyn",,F,Culture,Conservative,5006,10.349604,Not elected,,73,-51.911348000000004
31188,36,1997-06-02,1997,Quebec,CHAMPLAIN,28668,"ST-AMANT, Yves",,M,Social,Conservative,12784,27.189587,Not elected,,73,-16.808456000000003
31189,36,1997-06-02,1997,Ontario,KITCHENER--WATERLOO,2393,"BRAUN, Helmut",,M,Social,Third_Party,153,0.29071423,Not elected,,73,-47.42252377
31190,36,1997-06-02,1997,Quebec,LONGUEUIL,28681,"ST-HILAIRE, Caroline",1969,F,Business,Bloc,20977,50.239498,Elected,28,73,21.147674
31191,36,1997-06-02,1997,Alberta,ATHABASCA,7760,"GERMAIN, Adam",,M,Social,Liberal,8066,30.024195,Not elected,,73,-24.593336
31192,36,1997-06-02,1997,Quebec,BONAVENTURE--GASPÉ--ÎLES-DE-LA-MADELEINE--PABOK,26348,"QUINTON, Yves",,M,Management,Conservative,6297,16.257456,Not elected,,73,-25.007096999999998
31193,36,1997-06-02,1997,Alberta,LETHBRIDGE,21195,"LESSARD, J-C",,M,Business,Third_Party,326,0.79307157,Not elected,,73,-54.741401429999996
31194,36,1997-06-02,1997,British Columbia,WEST KOOTENAY--OKANAGAN,5984,"DUFF, Kirk",,M,Trades,CCF_NDP,8869,21.890657,Not elected,,73,-24.892016
31195,36,1997-06-02,1997,Nova Scotia,DARTMOUTH,30324,"VIAU, Claude",,M,Social,Third_Party,156,0.41218591,Not elected,,73,-32.155784090000004
31196,36,1997-06-02,1997,Alberta,WILD ROSE,29605,"THOMPSON, Myron",1936,M,Social,Reform_Alliance,28569,63.785751,Elected,61,73,44.794481
31197,36,1997-06-02,1997,British Columbia,SURREY NORTH,3106,"CAMPBELL, Clayton J.",,M,Social,Liberal,9723,28.163834,Not elected,,73,-18.639747
31198,36,1997-06-02,1997,Ontario,YORK NORTH,18094,"KNIGHT, Ian",,M,Sales,Third_Party,799,1.5760301,Not elected,,73,-43.6771399
31199,36,1997-06-02,1997,Quebec,AHUNTSIC,1441,"BERNARD, Carmel",,F,,Third_Party,589,1.0013601,Not elected,,73,-48.2522939
31200,36,1997-06-02,1997,British Columbia,DEWDNEY--ALOUETTE,8909,"HANNIS, Harry",,M,,Third_Party,215,0.49692598,Not elected,,73,-46.759582019999996
31201,36,1997-06-02,1997,Ontario,LONDON WEST,1597,"BIGGS, Terry",,M,Social,Reform_Alliance,8839,17.367811,Not elected,,73,-31.185033999999998
31202,36,1997-06-02,1997,Ontario,SIMCOE NORTH,1614,"BILLINGS, Ann",,F,Social,CCF_NDP,2488,4.8493352,Not elected,,73,-39.5411828
31203,36,1997-06-02,1997,Manitoba,WINNIPEG NORTH--ST. PAUL,21296,"LEWIS, Terry",,M,Social,Reform_Alliance,7108,19.699028,Not elected,,73,-17.781227
31204,36,1997-06-02,1997,Quebec,BROME--MISSISQUOI,8631,"GUILLEMET, Nicole",,F,Social,CCF_NDP,781,1.7178427,Not elected,,73,-40.6475443
31205,36,1997-06-02,1997,Ontario,ELGIN--MIDDLESEX--LONDON,24744,"NURSE, Cynthia",,F,Social,CCF_NDP,3260,7.2867074,Not elected,,73,-32.700776600000005
31206,36,1997-06-02,1997,Manitoba,BRANDON--SOURIS,9731,"HOWARD, Jennifer",,F,Business,CCF_NDP,4983,13.417523,Not elected,,73,-22.168670000000002
31207,36,1997-06-02,1997,Quebec,FRONTENAC--MÉGANTIC,29892,"TRÉPANIER, Serge",,M,Business,Third_Party,365,0.93823099,Not elected,,73,-36.161737009999996
31208,36,1997-06-02,1997,Saskatchewan,BATTLEFORDS--LLOYDMINSTER,26860,"RITTER, Ken",,M,Resources,Conservative,2888,9.4062471,Not elected,,73,-33.3420169
31209,36,1997-06-02,1997,Nova Scotia,HALIFAX,5692,"DONAHOE, Terry",,M,MP,Conservative,10361,23.260147,Not elected,,73,-25.763291
31210,36,1997-06-02,1997,Ontario,SCARBOROUGH EAST,9294,"HENRY-COTNAM, Calvin",,M,Science,Reform_Alliance,7011,16.515512,Not elected,,73,-37.817721
31211,36,1997-06-02,1997,Ontario,PARRY SOUND--MUSKOKA,157,"ALEXANDER, Rick",,M,Business,Third_Party,133,0.31163597,Not elected,,73,-41.28356403
31212,36,1997-06-02,1997,Ontario,DON VALLEY EAST,31547,"ZIAIAN, Shodja",,M,Social,CCF_NDP,2981,6.9490418,Not elected,,73,-52.247190200000006
31213,36,1997-06-02,1997,Quebec,HULL--AYLMER,27150,"RONDEAU, Stéphane",,M,Business,Conservative,8461,17.720114,Not elected,,73,-36.386865
31214,36,1997-06-02,1997,Manitoba,BRANDON--SOURIS,2012,"BOROTSIK, Rick",1950,M,MP,Conservative,13216,35.586193,Elected,47,73,3.589317000000001
31215,36,1997-06-02,1997,Ontario,DURHAM,2694,"BRUINSMA, Durk",,M,Resources,Third_Party,682,1.4870051,Not elected,,73,-41.8541779
31216,36,1997-06-02,1997,Ontario,HURON--BRUCE,12088,"JOHNSTONE, Jan",,F,Health,CCF_NDP,3037,6.4335041,Not elected,,73,-44.9158989
31217,36,1997-06-02,1997,Ontario,MISSISSAUGA SOUTH,905,"BARR, Dick",,M,Social,Conservative,10077,23.731808,Not elected,,73,-26.211669999999998
31218,36,1997-06-02,1997,Ontario,YORK WEST,22297,"MARCHI, Sergio",1956,M,MP,Liberal,21254,73.619675,Elected,41,73,63.7374442
31219,36,1997-06-02,1997,Ontario,THUNDER BAY--ATIKOKAN,28467,"SMITH, Sandy",,M,Social,Reform_Alliance,5642,16.847322,Not elected,,73,-25.814448
